Question,Question Type,Sub Category,Category
 Explain what is Modelbinder in Backbone.js ?,TECHNICAL,BACKBONE,WebTech
 What is the most powerful capabilities of the ModelBinder ?,TECHNICAL,BACKBONE,WebTech
 Explain what is Converter in Backbone.js ?,TECHNICAL,BACKBONE,WebTech
 What is model.attributes ?,TECHNICAL,BACKBONE,WebTech
 What is the function of toJSON ?,TECHNICAL,BACKBONE,WebTech
 Explain when you can use Unbinding function in Backbone.js ?,TECHNICAL,BACKBONE,WebTech
 What are the configuration options available ?,TECHNICAL,BACKBONE,WebTech
 Mention what are the typical problems you might face with the Backbone view code ?,TECHNICAL,BACKBONE,WebTech
 What is the function of escape ?,TECHNICAL,BACKBONE,WebTech
 Explain what is the function of parse ?,TECHNICAL,BACKBONE,WebTech
  What is Backbone.sync is used for ?,TECHNICAL,BACKBONE,WebTech
 In Backbone View what is the use of setElement ?,TECHNICAL,BACKBONE,WebTech
  Explain what is model.cid ?,TECHNICAL,BACKBONE,WebTech
What are the common uses of PHP?,TECHNICAL,PHP,WebTech
What is PEAR in PHP?,TECHNICAL,PHP,WebTech
What is the difference between static and dynamic websites?,TECHNICAL,PHP,WebTech
How to execute a PHP script from the command line?,TECHNICAL,PHP,WebTech
Is PHP a case sensitive language?,TECHNICAL,PHP,WebTech
What is the meaning of ‘escaping to PHP’?,TECHNICAL,PHP,WebTech
What are the characteristics of PHP variables?,TECHNICAL,PHP,WebTech
What are the different types of PHP variables?,TECHNICAL,PHP,WebTech
What are the rules for naming a PHP variable?,TECHNICAL,PHP,WebTech
What is NULL?,TECHNICAL,PHP,WebTech
How do you define a constant in PHP?,TECHNICAL,PHP,WebTech
What is the purpose of constant() function?,TECHNICAL,PHP,WebTech
What are the differences between PHP constants and variables?,TECHNICAL,PHP,WebTech
Name some of the constants  in PHP and their purpose.,TECHNICAL,PHP,WebTech
What is the purpose of break and continue statement?,TECHNICAL,PHP,WebTech
What is the difference between PHP4 and PHP5?,TECHNICAL,PHP,WebTech
How can PHP and HTML interact?,TECHNICAL,PHP,WebTech
Name some of the popular frameworks in PHP.,TECHNICAL,PHP,WebTech
What are the data types in PHP?,TECHNICAL,PHP,WebTech
What are constructor and destructor in PHP?,TECHNICAL,PHP,WebTech
What are include() and require() functions?,TECHNICAL,PHP,WebTech
Explain the syntax for ‘foreach’ loop with example.,TECHNICAL,PHP,WebTech
What are the different types of Array in PHP?,TECHNICAL,PHP,WebTech
What is the difference between single quoted string and double quoted string?,TECHNICAL,PHP,WebTech
How to concatenate two strings in PHP?,TECHNICAL,PHP,WebTech
Name some of the functions in PHP.,TECHNICAL,PHP,WebTech
What is the use of session and cookies in PHP?,TECHNICAL,PHP,WebTech
What is GET and POST method in PHP?,TECHNICAL,PHP,WebTech
What is the difference between GET and POST method?,TECHNICAL,PHP,WebTech
What is the use of callback in PHP?,TECHNICAL,PHP,WebTech
 What is HTML?,TECHNICAL,HTML,WebTech
 What are tags?,TECHNICAL,HTML,WebTech
 Do all HTML tags come in a pair?,TECHNICAL,HTML,WebTech
 What are some of the common lists that can be used when designing a page?,TECHNICAL,HTML,WebTech
 How do you create links to sections within the same page?,TECHNICAL,HTML,WebTech
 Is there any way to keep list elements straight in an HTML file?,TECHNICAL,HTML,WebTech
 What is the use of alternative text in image mapping?,TECHNICAL,HTML,WebTech
 Do older HTML files work on newer browsers?,TECHNICAL,HTML,WebTech
 Does a hyperlink apply to text only?,TECHNICAL,HTML,WebTech
 If the user’s operating system does not support the needed character how can the symbol be represented?,TECHNICAL,HTML,WebTech
 How do you change the number type in the middle of a list?,TECHNICAL,HTML,WebTech
 What are style sheets?,TECHNICAL,HTML,WebTech
 State  bullet types available in HTML ,TECHNICAL,HTML,WebTech
 How do you create multicolored text in a webpage?,TECHNICAL,HTML,WebTech
 Why are there both numerical and named character entity values?,TECHNICAL,HTML,WebTech
 What is the advantage of grouping several checkboxes together?,TECHNICAL,HTML,WebTech
 What will happen if you overlap sets of tags?,TECHNICAL,HTML,WebTech
 What are applets?,TECHNICAL,HTML,WebTech
 What if there is no text between the tags or if a text was omitted by mistake? Will it affect the display of the HTML file?,TECHNICAL,HTML,WebTech
 Is it possible to set specific colors for table borders?,TECHNICAL,HTML,WebTech
 How do you create a link that will connect to another web page when clicked?,TECHNICAL,HTML,WebTech
 What other ways can be used to align images and wrap text?,TECHNICAL,HTML,WebTech
 Can a single text link point to two different web pages?,TECHNICAL,HTML,WebTech
 What is the difference between the directory and menu lists and the unordered list?,TECHNICAL,HTML,WebTech
 Can you change the color of bullets?,TECHNICAL,HTML,WebTech
 What are the limits of the text field size?,TECHNICAL,HTML,WebTech
 What is the relationship between the border and rule attributes?,TECHNICAL,HTML,WebTech
 What is a marquee?,TECHNICAL,HTML,WebTech
 How do you create text on a webpage that will allow you to send an email when clicked?,TECHNICAL,HTML,WebTech
 Are there instances where the text will appear outside of the browser?,TECHNICAL,HTML,WebTech
 How are active links different from normal links?,TECHNICAL,HTML,WebTech
 Do style sheets limit the number of new style definitions that can be included within the brackets?,TECHNICAL,HTML,WebTech
 What is the hierarchy that is being followed when it comes to style sheets?,TECHNICAL,HTML,WebTech
 Can several selectors with class names be grouped together?,TECHNICAL,HTML,WebTech
 What happens if you open the external CSS file in a browser?,TECHNICAL,HTML,WebTech
 How do you make a picture into a background image of a web page?,TECHNICAL,HTML,WebTech
 What happens if the list-style-type property is used on a non-list element like a paragraph?,TECHNICAL,HTML,WebTech
 When is it appropriate to use frames?,TECHNICAL,HTML,WebTech
 What happens if the number of values in the rows or cols attribute doesn’t add up to 100 percent?,TECHNICAL,HTML,WebTech
 Which browsers support HTML5?,TECHNICAL,HTML,WebTech
 Name two new tags included in the HTML 5,TECHNICAL,HTML,WebTech
 Do you know which are two semantic tags are included in HTML5 version?,TECHNICAL,HTML,WebTech
 What is the use of Canvas element?,TECHNICAL,HTML,WebTech
 What are the new FORM elements which are available in HTML5?,TECHNICAL,HTML,WebTech
 Tell me two benefits of HTML5 Web Storage,TECHNICAL,HTML,WebTech
 What are two types of Web Storage in HTML5?,TECHNICAL,HTML,WebTech
 What is the Application Cache in HTML5 and why it is used? ,TECHNICAL,HTML,WebTech
 Explain five new input types provided by HTML5 for forms?,TECHNICAL,HTML,WebTech
 What is the laravel framework? ,TECHNICAL,LARAVEL,PHP
 How we can install Laravel by composer? ,TECHNICAL,LARAVEL,PHP
 What are enhancement features in laravel 5.8? ,TECHNICAL,LARAVEL,PHP
 What is middleware in Laravel? ,TECHNICAL,LARAVEL,PHP
 What is database migration in laravel? How to use this? ,TECHNICAL,LARAVEL,PHP
 What is service providers in Laravel? ,TECHNICAL,LARAVEL,PHP
 How to get data between two dates with Query in Laravel? ,TECHNICAL,LARAVEL,PHP
 How can we turn off CRSF protection for a particular route? ,TECHNICAL,LARAVEL,PHP
 How to create and use Stored Procedures in Laravel? ,TECHNICAL,LARAVEL,PHP
 What is Facade in laravel and how it is used? Explain ,TECHNICAL,LARAVEL,PHP
 What is dd() function in laravel ? ,TECHNICAL,LARAVEL,PHP
 How to make a helper file in laravel? ,TECHNICAL,LARAVEL,PHP
 What are the server requirements for Laravel 5.8? ,TECHNICAL,LARAVEL,PHP
 What is an artisan? Name some common artisan commands? ,TECHNICAL,LARAVEL,PHP
 How to make a custom validation rule in laravel? ,TECHNICAL,LARAVEL,PHP
 What is the difference between {{ $username }} and {!! $username !!} in Laravel? ,TECHNICAL,LARAVEL,PHP
 What is the service container in laravel? ,TECHNICAL,LARAVEL,PHP
 How to use session in laravel? ,TECHNICAL,LARAVEL,PHP
 How to get last inserted id using laravel query? ,TECHNICAL,LARAVEL,PHP
 How can we configure a mail-in laravel? ,TECHNICAL,LARAVEL,PHP
 How to use  cookies in laravel? ,TECHNICAL,LARAVEL,PHP
 What is Auth? How is it used? ,TECHNICAL,LARAVEL,PHP
 How to make a constant and use globally? ,TECHNICAL,LARAVEL,PHP
 What are the difference between laravel 5 and laravel 4? ,TECHNICAL,LARAVEL,PHP
 How to remove /public from URL in laravel? ,TECHNICAL,LARAVEL,PHP
 How to get user’s ip address in laravel? ,TECHNICAL,LARAVEL,PHP
 What are the difference between soft delete and delete in Laravel? ,TECHNICAL,LARAVEL,PHP
 How to enable query log in laravel? ,TECHNICAL,LARAVEL,PHP
 How we can upload files in laravel? Explain ,TECHNICAL,LARAVEL,PHP
 What is soft delete in laravel? ,TECHNICAL,LARAVEL,PHP
 What is Eloquent ORM in Laravel? ,TECHNICAL,LARAVEL,PHP
 Explain the difference between latest() and oldest() in Laravel? ,TECHNICAL,LARAVEL,PHP
 How to enable or disable maintenance mode in Laravel? ,TECHNICAL,LARAVEL,PHP
 What is Dependency injection used in Laravel? ,TECHNICAL,LARAVEL,PHP
 How to create real time sitemap.xml file in Laravel? ,TECHNICAL,LARAVEL,PHP
 How to use aggregate functions in Laravel Query? ,TECHNICAL,LARAVEL,PHP
 How to use skip() and take() in Laravel Query? ,TECHNICAL,LARAVEL,PHP
 What is Queue and what are its advantages? ,TECHNICAL,LARAVEL,PHP
 What is tinker in laravel? ,TECHNICAL,LARAVEL,PHP
 How to clear complete cache in Laravel? ,TECHNICAL,LARAVEL,PHP
 What is seed in laravel? ,TECHNICAL,LARAVEL,PHP
 How to use update query in Laravel? ,TECHNICAL,LARAVEL,PHP
 How to use multiple OR condition in Laravel Query? ,TECHNICAL,LARAVEL,PHP
 Please write some additional where Clauses in Laravel? ,TECHNICAL,LARAVEL,PHP
 How to use updateOrInsert() method in Laravel Query? ,TECHNICAL,LARAVEL,PHP
 How to create migrations in Laravel? explain step by steps. ,TECHNICAL,LARAVEL,PHP
 How to check table is exists or not in our database using Laravel? ,TECHNICAL,LARAVEL,PHP
 How to check column is exists or not in a table using Laravel? ,TECHNICAL,LARAVEL,PHP
 What are the difference insert() and insertGetId() in laravel? ,TECHNICAL,LARAVEL,PHP
 What is Active Record in Laravel? ,TECHNICAL,LARAVEL,PHP
 What is the use of Accessors and Mutators in Eloquent ? ,TECHNICAL,LARAVEL,PHP
 How to change your default database type in Laravel? ,TECHNICAL,LARAVEL,PHP
 Explain Closures in laravel? ,TECHNICAL,LARAVEL,PHP
 What is IoC container in Laravel? ,TECHNICAL,LARAVEL,PHP
 What is the latest version of laravel? ,TECHNICAL,LARAVEL,PHP
 What are the basic concepts in laravel? ,TECHNICAL,LARAVEL,PHP
 What is lumen? ,TECHNICAL,LARAVEL,PHP
 Which template engine laravel use? ,TECHNICAL,LARAVEL,PHP
 How can we use middleware in laravel? ,TECHNICAL,LARAVEL,PHP
 What are the features of laravel? ,TECHNICAL,LARAVEL,PHP
 What is Package in laravel? Name some laravel packages? ,TECHNICAL,LARAVEL,PHP
 What is validation in laravel and how it is used? ,TECHNICAL,LARAVEL,PHP
 How to  extend a layout file in laravel view? ,TECHNICAL,LARAVEL,PHP
 How to redirect form controller to view file in laravel? ,TECHNICAL,LARAVEL,PHP
 How to use Ajax in any form submission? ,TECHNICAL,LARAVEL,PHP
 How to get current route name? ,TECHNICAL,LARAVEL,PHP
 How to create model controller and migration in a single artisan command in Laravel? ,TECHNICAL,LARAVEL,PHP
 How to pass multiple variables by controller to blade file? ,TECHNICAL,LARAVEL,PHP
 How to pass custom table name in model? ,TECHNICAL,LARAVEL,PHP
 How to assign a variable value for all view file? ,TECHNICAL,LARAVEL,PHP
 What is Queues? ,TECHNICAL,LARAVEL,PHP
 How to add multiple AND conditions in laravel query? ,TECHNICAL,LARAVEL,PHP
 How to use join in laravel? ,TECHNICAL,LARAVEL,PHP
 How to get current action name in Laravel? ,TECHNICAL,LARAVEL,PHP
 What is Blade laravel? ,TECHNICAL,LARAVEL,PHP
 In Laravel what is fillable attribute in a Model ? ,TECHNICAL,LARAVEL,PHP
 In Laravel what is Guarded Attribute in a Model ? ,TECHNICAL,LARAVEL,PHP
 How we can get user's detail when he is logged in using Auth? ,TECHNICAL,LARAVEL,PHP
 Is Laravel support caching? Explain ,TECHNICAL,LARAVEL,PHP
 What is WordPress?,TECHNICAL,WORDPRESS,PHP
 How safe is a website on WordPress?,TECHNICAL,WORDPRESS,PHP
 Are there any limitations to a WordPress website?,TECHNICAL,WORDPRESS,PHP
 Do you need to have a blog in order to use WordPress for a site?,TECHNICAL,WORDPRESS,PHP
 From SEO point of view is WordPress helpful? Will it show the website on Google?,TECHNICAL,WORDPRESS,PHP
 What is the current version of WordPress?,TECHNICAL,WORDPRESS,PHP
 What are the types of hooks in WordPress and mention their functions?,TECHNICAL,WORDPRESS,PHP
 What do you mean by a custom field in WordPress?,TECHNICAL,WORDPRESS,PHP
 What are the positive aspects of WordPress?,TECHNICAL,WORDPRESS,PHP
 What are the rules that you have to follow for WordPress plugin development?,TECHNICAL,WORDPRESS,PHP
 What is the prefix of WordPress tables by default? ,TECHNICAL,WORDPRESS,PHP
 Why does WordPress use MySQL?,TECHNICAL,WORDPRESS,PHP
 Is it possible to rename the WordPress folder?,TECHNICAL,WORDPRESS,PHP
 How many tables are there in WordPress by default?,TECHNICAL,WORDPRESS,PHP
 What is WordPress loop?,TECHNICAL,WORDPRESS,PHP
 How can you disable the WordPress comment?,TECHNICAL,WORDPRESS,PHP
 What are the steps you can take if your WordPress file is hacked?,TECHNICAL,WORDPRESS,PHP
 What are the template tags in WordPress?,TECHNICAL,WORDPRESS,PHP
 Does WordPress have cookies?,TECHNICAL,WORDPRESS,PHP
 In which cases you don’t see plugin menu?,TECHNICAL,WORDPRESS,PHP
 At what instance you get locked out of your WordPress admin and look at your website as a blank screen?,TECHNICAL,WORDPRESS,PHP
 Why you use a static front page in WordPress?,TECHNICAL,WORDPRESS,PHP
 What are the plugins you can use to create a contact form in WordPress?,TECHNICAL,WORDPRESS,PHP
 Why does widget not show up in the sidebar?,TECHNICAL,WORDPRESS,PHP
 Is there any limitation for using WordPress?,TECHNICAL,WORDPRESS,PHP
 How is creating a site on wordpress.org different from wordpress.com?,TECHNICAL,WORDPRESS,PHP
 Why is wordpress.com considered more secure than wordpress.org?,TECHNICAL,WORDPRESS,PHP
 Do de-activated plugins slow down a WordPress site?,TECHNICAL,WORDPRESS,PHP
 In what case we cannot recommend WordPress to our client?,TECHNICAL,WORDPRESS,PHP
 What are the essential features you look for a theme?,TECHNICAL,WORDPRESS,PHP
 What is a Child Theme?,TECHNICAL,WORDPRESS,PHP
 How can you create a static page with WordPress?,TECHNICAL,WORDPRESS,PHP
 Is there any other CMS better WordPress?,TECHNICAL,WORDPRESS,PHP
 Which is the best multilingual plugin for WordPress?,TECHNICAL,WORDPRESS,PHP
 Can you update your own content on the site?,TECHNICAL,WORDPRESS,PHP
 What are meta-tags?,TECHNICAL,WORDPRESS,PHP
 What should one use for plugin development — custom post types or custom database tables?,TECHNICAL,WORDPRESS,PHP
 Can you host WordPress using  Amazon web services such as EC2 RDS EBS etc.?,TECHNICAL,WORDPRESS,PHP
 Is there any way to write series in WordPress?,TECHNICAL,WORDPRESS,PHP
 What are the reasons why one should not hack WordPress core file?,TECHNICAL,WORDPRESS,PHP
 What is YII? ,TECHNICAL,YII,PHP
 How to compare yii with other frameworks? Explain ,TECHNICAL,YII,PHP
 What is the latest version of YII? ,TECHNICAL,YII,PHP
 Who developed YII? ,TECHNICAL,YII,PHP
 What are the advantages of YII Framework? ,TECHNICAL,YII,PHP
 What are the directory structure of Yii? ,TECHNICAL,YII,PHP
 How to install Yii Framework? ,TECHNICAL,YII,PHP
 How to connect with database in Yii? ,TECHNICAL,YII,PHP
 What is the naming convention in Yii framework? Explain ,TECHNICAL,YII,PHP
 What is components in Yii? Explain ,TECHNICAL,YII,PHP
 What is helper in Yii? Why it is used? ,TECHNICAL,YII,PHP
 How to make layout in Yii? ,TECHNICAL,YII,PHP
 How to include a view file in another view file Yii? ,TECHNICAL,YII,PHP
 How we can remove index.php from URL in Yii? ,TECHNICAL,YII,PHP
 What is the difference between render() and  renderpartial() in Yii ? ,TECHNICAL,YII,PHP
 In Yii How to get ip address? ,TECHNICAL,YII,PHP
 What is gii? Why it is used? ,TECHNICAL,YII,PHP
 How we can call layouts in controller file in Yii? ,TECHNICAL,YII,PHP
 How we can get current controller and action name in Yii? ,TECHNICAL,YII,PHP
 What are the server requirements to install Yii2? ,TECHNICAL,YII,PHP
 List some database related query functions in Yii? ,TECHNICAL,YII,PHP
 How we can set default controller in Yii? ,TECHNICAL,YII,PHP
 How to use form validations in Yii? ,TECHNICAL,YII,PHP
 How to use session in Yii? ,TECHNICAL,YII,PHP
 What is widgets in Yii? How we can use it? ,TECHNICAL,YII,PHP
 How to use asset Bundles in Yii? ,TECHNICAL,YII,PHP
 How to enable the pretty URL format in Yii2? ,TECHNICAL,YII,PHP
Explain what is Drupal?,TECHNICAL,DRUPAL,PHP
Why Drupal is considered powerful CMS compare to other CMS system?,TECHNICAL,DRUPAL,PHP
Mention what are the key features of Drupal?,TECHNICAL,DRUPAL,PHP
Explain how caching work in Drupal?,TECHNICAL,DRUPAL,PHP
Explain how database system of Drupal works?,TECHNICAL,DRUPAL,PHP
 Name some of the most commonly used PHP based CMSs?,TECHNICAL,DRUPAL,PHP
What is DRUSH in Drupal?,TECHNICAL,DRUPAL,PHP
Explain what is module in Drupal? List out some of the modules used in Drupal?,TECHNICAL,DRUPAL,PHP
Explain what Drupal distributions is and when to use?,TECHNICAL,DRUPAL,PHP
List out the SEO modules available in Drupal?,TECHNICAL,DRUPAL,PHP
 Why Drupal needs database? What databases are supported?,TECHNICAL,DRUPAL,PHP
 Explain what is the use of Ctools in Drupal?,TECHNICAL,DRUPAL,PHP
  Does Drupal provides support?,TECHNICAL,DRUPAL,PHP
 Explain CakePHP and why it is used? ,TECHNICAL,CAKEPHP,PHP
 What are the key features of cakePHP?Explain ,TECHNICAL,CAKEPHP,PHP
 Write the latest version of cakePHP? ,TECHNICAL,CAKEPHP,PHP
 How to install cakePHP with composer? ,TECHNICAL,CAKEPHP,PHP
 What are the Server Requirements for installing cakePHP? ,TECHNICAL,CAKEPHP,PHP
 How to use session in cakePHP? ,TECHNICAL,CAKEPHP,PHP
 How to use pagination in cakePHP? ,TECHNICAL,CAKEPHP,PHP
 What is a Helper and list some common helpers name used in cakePHP? ,TECHNICAL,CAKEPHP,PHP
 What do you mean by Component in cakephp? List some commonly used components. ,TECHNICAL,CAKEPHP,PHP
 How we can set layout in the controller file using cakePHP? ,TECHNICAL,CAKEPHP,PHP
 How to pass multiple parameters to access into the view files? ,TECHNICAL,CAKEPHP,PHP
 How we can get current URL in CakePHP? ,TECHNICAL,CAKEPHP,PHP
 Can we use ajax in cakephp? ,TECHNICAL,CAKEPHP,PHP
 What is the default extension of view files? How we can change it? ,TECHNICAL,CAKEPHP,PHP
 How many types of caches does CakePHP support? Explain ,TECHNICAL,CAKEPHP,PHP
 How we can set custom page title in cakePHP? ,TECHNICAL,CAKEPHP,PHP
 List some key features in cakaPHP 3 over cakePHP2? ,TECHNICAL,CAKEPHP,PHP
 Explain the difference between Component Helper Behavior in cakePHP? ,TECHNICAL,CAKEPHP,PHP
 Please write the name of Cakephp database configuration file name and its location? ,TECHNICAL,CAKEPHP,PHP
 What do you mean by HABTM? ,TECHNICAL,CAKEPHP,PHP
 What do you mean by Scaffolding used in CakePHP? ,TECHNICAL,CAKEPHP,PHP
 How we can call a model from view in cakePHP? ,TECHNICAL,CAKEPHP,PHP
 In cakePHP which function is first executed before every action in the controller? ,TECHNICAL,CAKEPHP,PHP
 List some database related query function used in cakePHP. ,TECHNICAL,CAKEPHP,PHP
 What is the term "Security.salt" and "Security.cipherSeed" in CakePHP? ,TECHNICAL,CAKEPHP,PHP
 Explain the callback functions in CakePHP? ,TECHNICAL,CAKEPHP,PHP
 What do you mean by Hooks in CakePHP ? ,TECHNICAL,CAKEPHP,PHP
 What is Validation Model in CakePHP? ,TECHNICAL,CAKEPHP,PHP
 Explain the difference between beforeRender() and beforeFilter() in cakePHP? ,TECHNICAL,CAKEPHP,PHP
Explain what is Joomla?,TECHNICAL,JOOMLA,PHP
List out the benefits of using Joomla?,TECHNICAL,JOOMLA,PHP
What is the position in Joomla?,TECHNICAL,JOOMLA,PHP
Explain what are Joomla Modules?,TECHNICAL,JOOMLA,PHP
Where can you see the use of Joomla frequently?,TECHNICAL,JOOMLA,PHP
Explain what are components in Joomla?,TECHNICAL,JOOMLA,PHP
 Explain what is the difference between Drupal and Joomla?,TECHNICAL,JOOMLA,PHP
What are the advanced features or add-ons in Joomla that can be useful for the developer?,TECHNICAL,JOOMLA,PHP
 Is there any possibility with Joomla to control a desktop application?,TECHNICAL,JOOMLA,PHP
 Explain what are content items section and categories in Joomla?,TECHNICAL,JOOMLA,PHP
What database system does Joomla supports?,TECHNICAL,JOOMLA,PHP
Explain what are the drawbacks of Joomla?,TECHNICAL,JOOMLA,PHP
 In Joomla what determines the homepage?,TECHNICAL,JOOMLA,PHP
Is Joomla a Blog?,TECHNICAL,JOOMLA,PHP
What web services does Joomla Support?,TECHNICAL,JOOMLA,PHP
 What is Symfony? ,TECHNICAL,SYMFONY,PHP
 Explain the bundles in Symfony. ,TECHNICAL,SYMFONY,PHP
 What is a Symfony controller? ,TECHNICAL,SYMFONY,PHP
 Explain an Environment in Symfony. ,TECHNICAL,SYMFONY,PHP
 Mention few web servers supported by Symfony. ,TECHNICAL,SYMFONY,PHP
 Explain the tasks performed by a Symfony controller. ,TECHNICAL,SYMFONY,PHP
 What are the innovations used in Symfony2 compared to Symfony1? ,TECHNICAL,SYMFONY,PHP
 In which technology Symfony routing configuration files are written? ,TECHNICAL,SYMFONY,PHP
 Explain Serializer in Symfony. ,TECHNICAL,SYMFONY,PHP
 What is Twing in Symfony? ,TECHNICAL,SYMFONY,PHP
 Mention the cache adapters present in Symfony. ,TECHNICAL,SYMFONY,PHP
 Explain the case of user access denies in Symfony. ,TECHNICAL,SYMFONY,PHP
 To install and run the latest version of Symfony list the server requirements. ,TECHNICAL,SYMFONY,PHP
 What are the rules to create methods within the controller in Symfony? ,TECHNICAL,SYMFONY,PHP
 Is it possible to create a Symfony application using composer? Then how? ,TECHNICAL,SYMFONY,PHP
 Explain the session set and get methods in Symfony2. ,TECHNICAL,SYMFONY,PHP
 How can developers get the request parameters in Symfony2? ,TECHNICAL,SYMFONY,PHP
 Mention the form helper functions in Symfony. ,TECHNICAL,SYMFONY,PHP
 What are the best benefits of using Symfony? ,TECHNICAL,SYMFONY,PHP
 Is it possible to create a request object in Symfony then how? ,TECHNICAL,SYMFONY,PHP
 What is Codeigniter and why it is used for? ,TECHNICAL,CODEIGNITER,PHP
 What is the latest version of Codelgniter? Lists its new features. ,TECHNICAL,CODEIGNITER,PHP
 List the databases supported by Codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 What is hooks and how we can configure hooks  in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 How to add or load a model in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 How to load a view in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 What is the default controller used in CodeIgniter?  How we can change it? ,TECHNICAL,CODEIGNITER,PHP
 Explain the basic Url Structure in Codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 What do you mean by helper in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 Explain the difference between helper and library in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 What do you mean by Get_instance in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 What do you mean by routing in Codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 List some different hook point in Codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 How to link images/CSS/JavaScript from a view in codelgniter? ,TECHNICAL,CODEIGNITER,PHP
 What do you mean by inhibitor in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 How to remove index.php from URL in Codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 What is CSRF and how you can enable CSRF in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 How to extend the class in Codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 What is Codeigniter Library and how we can load it? ,TECHNICAL,CODEIGNITER,PHP
 How to handle sessions in Codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 Explain why codeigniter is called as loosely based mvc framework? ,TECHNICAL,CODEIGNITER,PHP
 How to install CodeIgniter? Explain step by step. ,TECHNICAL,CODEIGNITER,PHP
 What are the server requirements to install codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 How we can load multiple helper files in Codelgniter? ,TECHNICAL,CODEIGNITER,PHP
 How we can enable hooks in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 What do you mean by drivers and how we can create in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 How we can print SQL statement in codeigniter model? ,TECHNICAL,CODEIGNITER,PHP
 Explain how to create custom 404 page in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 How to insert data into database in codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 How to get last inserted id  in codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 How to write join query in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 Explain how to set and get config item value in Codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 How we can get Ip address in Codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 How we can get current method or controller in Codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 How to use Pagination in Codelgniter? ,TECHNICAL,CODEIGNITER,PHP
 How to use delete query in Codeigniter? ,TECHNICAL,CODEIGNITER,PHP
 How to truncate table with query in Codelgniter? ,TECHNICAL,CODEIGNITER,PHP
 How to enable error log in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 How we can redirect a page in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 How we can connect multiple databases in CodeIgniter? ,TECHNICAL,CODEIGNITER,PHP
 What is a markup language?,TECHNICAL,XML,WebTech
 What is XML?,TECHNICAL,XML,WebTech
 What are the features of XML?,TECHNICAL,XML,WebTech
 What are the differences between HTML and XML?,TECHNICAL,XML,WebTech
 Which tag is used to find the version of XML and the syntax?,TECHNICAL,XML,WebTech
 What is XML DOM Document?,TECHNICAL,XML,WebTech
 What is XPath?,TECHNICAL,XML,WebTech
 What is an attribute?,TECHNICAL,XML,WebTech
 Can we have empty XML tags?,TECHNICAL,XML,WebTech
 What are the advantages of XML DOM Document?,TECHNICAL,XML,WebTech
 What are the basic rules while writing XML?,TECHNICAL,XML,WebTech
 What is XML Element?,TECHNICAL,XML,WebTech
 What is CDATA?,TECHNICAL,XML,WebTech
 How comment can be represented in XML?,TECHNICAL,XML,WebTech
 What are XML Namespaces?,TECHNICAL,XML,WebTech
 What is XML Parser?,TECHNICAL,XML,WebTech
 What is XSL?,TECHNICAL,XML,WebTech
 Who is responsible for XML?,TECHNICAL,XML,WebTech
 What is an XML Schema?,TECHNICAL,XML,WebTech
 What is well formed XML document?,TECHNICAL,XML,WebTech
 Why XML has been used for development?,TECHNICAL,XML,WebTech
 What is SGML?,TECHNICAL,XML,WebTech
Can I execute a XML?,TECHNICAL,XML,WebTech
 What are the special characters used in XML?,TECHNICAL,XML,WebTech
 What software is available for XML?,TECHNICAL,XML,WebTech
 Whether graphics can be used in XML? If so How?,TECHNICAL,XML,WebTech
 Can I replace HTML with XML?,TECHNICAL,XML,WebTech
 How can I include conditional statements in XML?,TECHNICAL,XML,WebTech
 What are the benefits of XML?,TECHNICAL,XML,WebTech
 What are the disadvantages of XML?,TECHNICAL,XML,WebTech
 What is DTD?,TECHNICAL,XML,WebTech
 Why XSLT is important for XML?,TECHNICAL,XML,WebTech
 What are nested elements in XML?,TECHNICAL,XML,WebTech
 What is XQuery?,TECHNICAL,XML,WebTech
 What is XLink and XPointer?,TECHNICAL,XML,WebTech
 Why XML editor is needed instead of Notepad?,TECHNICAL,XML,WebTech
